#Boxplots d'expressions du gène RAD21 en fonction de la feature isDenovo
#Résultat du test statistique Mann-Whitney U : U = 60842.000, p-value = 0.002
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2452   FALSE        7.127388
BA2922   FALSE        8.127970
BA2707   FALSE        6.997872
BA2409    TRUE        7.049189
BA2480   FALSE        7.207129
BA2496   FALSE        7.413089
BA3037   FALSE        7.320241
BA2236   FALSE        7.295991
BA2865    TRUE        7.380621
BA2923   FALSE        6.804868
BA2003   FALSE        7.931877
BA2751    TRUE        7.264241
BA3395   FALSE        7.630415
BA2286    TRUE        7.881918
BA2488   FALSE        7.669884
BA3379    TRUE        7.628062
BA2887    TRUE        7.509833
BA2712   FALSE        7.918959
BA2858   FALSE        8.007801
BA2068    TRUE        7.920459
BA2104   FALSE        7.207129
BA3124    TRUE        7.775813
BA2921   FALSE        7.204657
BA2449    TRUE        7.663696
BA2360   FALSE        7.409002
BA2802   FALSE        7.901919
BA2235    TRUE        7.442425
BA3038    TRUE        7.256113
BA3006    TRUE        7.705821
BA2245   FALSE        7.637556
BA2667   FALSE        7.393491
BA2239    TRUE        7.344593
BA2782    TRUE        7.278057
BA2649    TRUE        7.481635
BA2592   FALSE        7.906540
BA2861    TRUE        7.214632
BA2134   FALSE        7.450540
BA2909    TRUE        7.472129
BA2429   FALSE        7.579497
BA2653    TRUE        7.886425
BA2947    TRUE        7.241384
BA2032   FALSE        7.224594
BA2162    TRUE        7.390433
BA2564    TRUE        7.383618
BA2597   FALSE        7.118172
BA3243    TRUE        7.052926
BA2106   FALSE        7.163923
BA2939   FALSE        7.029112
BA2427   FALSE        7.559772
BA2841   FALSE        7.442425
BA2446   FALSE        7.857779
BA2025   FALSE        7.835544
BA2645   FALSE        7.629252
BA2525    TRUE        7.531975
BA2876    TRUE        7.446441
BA2357    TRUE        8.220366
BA2546    TRUE        7.252717
BA2742    TRUE        7.409002
BA2316    TRUE        7.428253
BA2421   FALSE        9.288128
BA2087    TRUE        7.354841
BA2910   FALSE        7.726723
BA2148    TRUE        7.397345
BA2329   FALSE        7.009913
BA2677   FALSE        7.213780
BA3178    TRUE        8.067061
BA2072    TRUE        7.247323
BA3029   FALSE        7.563211
BA2735   FALSE        7.466792
BA2733    TRUE        7.768842
BA2995   FALSE        7.527767
BA2069    TRUE        7.865198
BA2100   FALSE        7.276367
BA2953   FALSE        7.869625
BA2681   FALSE        7.786813
BA2248   FALSE        7.497947
BA2832   FALSE        7.760597
BA2308   FALSE        7.598087
BA2413   FALSE        7.738613
BA2701   FALSE        7.616076
BA2634   FALSE        7.483826
BA2937   FALSE        7.587599
BA2600    TRUE        7.599310
BA2019   FALSE        8.298209
BA2412   FALSE        7.482761
BA2334   FALSE        7.886425
BA2050   FALSE        7.988988
BA3230    TRUE        7.805437
BA2481   FALSE        7.442425
BA2731    TRUE        6.995164
BA2418   FALSE        7.768842
BA2294    TRUE        7.729414
BA2816    TRUE        7.483826
BA2814   FALSE        7.943141
BA2631    TRUE        7.448397
BA2023    TRUE        8.137476
BA2375   FALSE        7.215425
BA2485    TRUE        7.630415
BA2455    TRUE        7.859315
BA2636   FALSE        7.546256
BA2325    TRUE        7.081484
BA2169   FALSE        7.645112
BA2156   FALSE        7.437299
BA2511    TRUE        7.691603
BA2168   FALSE        7.777132
BA2505    TRUE        7.473165
BA2860   FALSE        8.152841
BA2871    TRUE        7.362524
BA2655   FALSE        8.012847
BA2227    TRUE        7.409002
BA2812    TRUE        7.703303
BA2125   FALSE        7.908034
BA2603    TRUE        7.462610
BA2808    TRUE        7.434268
BA2282   FALSE        7.348375
BA2482    TRUE        7.692883
BA2822   FALSE        7.673596
BA2594   FALSE        7.883422
BA2747    TRUE        7.571312
BA2561    TRUE        7.313973
BA2094   FALSE        7.549707
BA2567    TRUE        7.619497
BA2906   FALSE        7.786813
BA2956    TRUE        7.800943
BA2474    TRUE        7.737327
BA2065   FALSE        7.815389
BA2737   FALSE        7.845671
BA2463   FALSE        7.734622
BA2110    TRUE        7.303130
BA2992    TRUE        7.641355
BA2220   FALSE        7.772952
BA2720   FALSE        8.164090
BA2063    TRUE        7.452756
BA2772    TRUE        7.444440
BA2935    TRUE        7.286229
BA2260    TRUE        7.742635
BA2787   FALSE        7.580657
BA2676   FALSE        8.369512
BA2948   FALSE        8.204145
BA3296   FALSE        7.595656
BA2524    TRUE        7.489339
BA2811    TRUE        7.551898
BA2540    TRUE        7.024807
BA2928    TRUE        7.874307
BA2302   FALSE        7.779818
BA2792   FALSE        7.619497
BA2651    TRUE        7.385603
BA2595   FALSE        7.361459
BA2619    TRUE        8.276700
BA3013    TRUE        7.667355
BA2405    TRUE        7.832684
BA2856    TRUE        7.424155
BA2377    TRUE        7.211347
BA2499   FALSE        8.576594
BA3023    TRUE        7.167958
BA2095    TRUE        7.647789
BA2275   FALSE        7.755101
BA2901   FALSE        7.570034
BA2221   FALSE        7.868107
BA2387   FALSE        7.701971
BA2657   FALSE        7.829888
BA2962    TRUE        7.646367
BA2195   FALSE        7.778460
BA2688    TRUE        7.884947
BA2420    TRUE        7.926997
BA2727   FALSE        7.354841
BA2756   FALSE        7.922151
BA2122   FALSE        8.070650
BA2053    TRUE        7.311272
BA2080   FALSE        7.647789
BA2415   FALSE        7.975561
BA2081    TRUE        6.880343
BA2354    TRUE        7.542954
BA3273    TRUE        6.802399
BA2893    TRUE        7.529880
BA2044    TRUE        7.832684
BA2309   FALSE        8.019656
BA2489   FALSE        7.923642
BA2908    TRUE        8.023245
BA2054    TRUE        7.655133
BA2872   FALSE        7.725460
BA2526   FALSE        8.324498
BA3145   FALSE        7.730717
BA2041    TRUE        8.387951
BA2096   FALSE        7.792406
BA2464    TRUE        7.469974
BA2902   FALSE        7.746670
BA2541    TRUE        7.593254
BA2143   FALSE        8.058018
BA2769   FALSE        7.544041
BA2843    TRUE        7.844231
BA2497    TRUE        8.184160
BA2718    TRUE        7.175957
BA2575    TRUE        7.272052
BA2593    TRUE        5.311828
BA2791    TRUE        7.852051
BA2620    TRUE        7.425196
BA2629    TRUE        7.460658
BA2870   FALSE        7.658985
BA2423   FALSE        7.114403
BA2682    TRUE        7.418896
BA2276    TRUE        7.897179
BA2348   FALSE        7.222047
BA2709    TRUE        7.460658
BA2789   FALSE        7.613629
BA2694   FALSE        7.369105
BA2722   FALSE        8.811774
BA2538   FALSE        8.014572
BA2583   FALSE        7.949362
BA2292   FALSE        8.466765
BA2806    TRUE        7.749512
BA2153   FALSE        7.909508
BA2674   FALSE        7.253585
BA2809   FALSE        7.652770
BA3025   FALSE        6.587276
BA2523   FALSE        7.935022
BA3027   FALSE        7.624378
BA2441   FALSE        7.166329
BA2514   FALSE        8.328550
BA2695   FALSE        7.276367
BA2520   FALSE        7.401089
BA2479    TRUE        7.994138
BA2281    TRUE        8.689630
BA2932    TRUE        7.847345
BA2123    TRUE        8.278835
BA2844    TRUE        7.672338
BA2660    TRUE        7.906540
BA2836    TRUE        7.555262
BA2714    TRUE        7.617186
BA3317   FALSE        7.658985
BA2440    TRUE        8.103599
