seq_name	BA2040	BA2160	BA2303	BA2353	BA2516	BA2590	BA2647	BA2891	BA2924	BA2971	BA3036	BA3059	BA3073	BA3078	BA3079	BA3083	BA3084	BA3085	BA3087	BA3089	BA3094	BA3095	BA3098	BA3099	BA3103	BA3108	BA3109	BA3110	BA3114	BA3116	BA3117	BA3118	BA3119	BA3123	BA3124	BA3126	BA3128	BA3130	BA3133	BA3135	BA3136	BA3137	BA3138	BA3139	BA3141	BA3142	BA3145	BA3146	BA3149	BA3152	BA3153	BA3154	BA3156	BA3157	BA3158	BA3162	BA3163	BA3164	BA3167	BA3169	BA3171	BA3173	BA3174	BA3175	BA3176	BA3177	BA3178	BA3180	BA3181	BA3182	BA3183	BA3185	BA3186	BA3187	BA3189	BA3190	BA3191	BA3192	BA3194	BA3195	BA3197	BA3199	BA3200	BA3202	BA3203	BA3206	BA3207	BA3208	BA3210	BA3211	BA3212	BA3213	BA3214	BA3216	BA3217	BA3219	BA3221	BA3222	BA3225	BA3226	BA3227	BA3228	BA3229	BA3230	BA3232	BA3234	BA3235	BA3237	BA3240	BA3242	BA3243	BA3245	BA3249	BA3250	BA3251	BA3255	BA3258	BA3260	BA3261	BA3264	BA3266	BA3268	BA3269	BA3270	BA3271	BA3273	BA3275	BA3277	BA3280	BA3283	BA3285	BA3286	BA3289	BA3290	BA3293	BA3295	BA3296	BA3297	BA3299	BA3300	BA3302	BA3305	BA3306	BA3308	BA3310	BA3311	BA3312	BA3315	BA3317	BA3318	BA3319	BA3322	BA3324	BA3325	BA3326	BA3328	BA3329	BA3332	BA3333	BA3334	BA3335	BA3339	BA3341	BA3345	BA3347	BA3351	BA3352	BA3353	BA3357	BA3362	BA3367	BA3369	BA3371	BA3373	BA3374	BA3375	BA3376	BA3379	BA3380	BA3381	BA3384	BA3385	BA3386	BA3388	BA3390	BA3394	BA3395	BA3397	BA3399	BA3400	BA3403	BA3405	BA3406	BA3407	BA3408	BA3410	BA3411	BA3412	BA3413	BA3415	BA3416	BA3417	BA3418	BA3421	BA3422	BA3423	BA3427	BA3430	BA3431	BA3433	BA3434	BA3435	BA3436	BA3438	BA3445	BA3446	BA3447	BA3448	BA3449	BA3450	BA3451	BA3452	BA3453	BA3454
DNMT3A_ref92_kmer20.kmer1 ct:1	12	21	27	37	17	43	9	88	19	53	20	15	20	15	17	18	23	20	22	0	24	19	11	29	39	20	41	22	12	3	17	24	27	21	31	9	17	42	14	29	22	34	39	55	13	34	32	20	20	20	44	16	17	28	24	47	10	35	15	30	23	32	27	18	13	14	8	20	17	41	24	38	91	33	31	25	43	21	18	38	19	37	21	30	37	21	0	32	35	50	19	27	47	0	26	20	48	24	15	26	26	33	37	42	23	52	26	40	34	34	22	29	39	34	38	17	24	55	31	13	26	20	15	10	50	21	34	16	6	29	36	45	16	34	55	33	18	18	7	21	54	26	35	24	31	11	17	22	25	33	22	21	27	44	25	35	33	42	53	13	25	17	5	29	8	21	16	41	15	41	25	35	24	28	22	8	36	43	16	35	28	33	30	46	10	44	26	29	12	25	42	7	45	8	25	53	21	23	24	33	20	31	32	21	34	26	45	23	29	52	26	43	25	16	17	11	16	27	25	25	23	26	6	21
DNMT3A_ref92_kmer29.kmer1 ct:1	12	21	27	37	17	35	9	73	19	29	20	15	20	15	17	12	23	20	22	0	24	19	11	29	21	20	41	22	12	3	17	24	27	21	31	9	17	42	14	29	22	34	39	55	13	34	32	20	20	20	44	16	17	28	24	47	10	27	15	24	23	24	27	18	13	14	8	20	17	41	24	38	64	33	31	25	43	21	18	38	19	37	21	30	37	21	0	21	35	50	9	27	44	0	26	20	48	24	15	22	27	21	37	42	23	26	26	28	34	30	22	29	39	32	38	17	24	55	31	13	26	20	15	10	23	21	34	16	6	29	36	22	12	34	41	33	18	18	7	21	56	26	35	24	31	11	17	22	25	33	22	21	27	44	25	28	33	42	53	13	25	17	5	29	8	21	16	41	15	41	25	35	24	28	12	8	36	21	16	35	28	33	30	46	10	44	26	29	12	17	42	7	45	8	25	53	21	23	9	33	20	31	31	21	34	26	45	23	24	52	26	29	20	16	17	11	16	27	25	25	23	26	6	21
DNMT3A_ref92_kmer3.kmer1 ct:1	27	21	27	37	18	43	10	78	19	53	20	15	32	15	26	18	38	20	35	0	35	19	11	29	39	29	41	22	12	3	17	24	41	38	31	9	42	42	14	44	22	34	53	76	13	34	32	20	20	20	48	33	30	28	24	62	10	35	29	42	52	38	27	18	13	14	8	20	17	56	34	49	112	33	31	25	43	27	18	52	26	37	21	30	62	46	2	32	54	64	19	27	47	0	41	27	78	33	15	36	32	33	37	50	23	52	26	40	34	40	22	29	49	57	74	25	24	106	42	13	26	20	15	10	50	21	62	16	6	29	57	45	16	51	55	33	18	18	7	40	67	26	35	24	34	11	39	28	25	33	40	36	27	54	25	35	61	49	53	13	25	17	5	32	8	21	20	41	22	41	35	35	24	30	22	8	45	43	16	58	33	33	33	61	10	62	26	48	12	25	42	10	45	31	25	53	21	28	24	33	31	31	32	21	34	26	45	23	29	52	36	43	25	28	17	11	24	27	48	35	23	53	6	21
DNMT3A_ref92_kmer15.kmer1 ct:1	27	21	27	37	18	43	10	88	19	53	20	15	32	15	17	18	23	20	22	0	35	19	11	29	39	20	41	22	12	3	17	24	27	21	31	9	17	42	14	29	22	34	53	55	13	34	32	20	20	20	44	16	17	28	24	47	10	35	15	30	23	32	27	18	13	14	8	20	17	41	34	38	91	33	31	25	43	21	18	38	26	37	21	30	62	21	0	32	35	50	19	27	47	0	26	27	48	33	15	26	26	33	37	42	23	52	26	40	34	34	22	29	44	34	38	17	24	55	42	13	26	20	15	10	50	21	62	16	6	29	36	45	16	41	55	33	18	18	7	40	67	26	35	24	30	11	17	22	25	33	40	36	27	44	25	35	61	49	53	13	25	17	5	29	8	21	20	41	15	41	25	35	24	28	22	8	34	43	16	35	28	33	32	46	10	44	26	39	12	25	42	10	45	8	25	53	21	23	24	33	20	31	32	21	34	26	45	23	29	52	36	43	25	16	17	11	16	27	25	25	23	26	6	21
DNMT3A_ref92_kmer8.kmer1 ct:1	27	21	27	37	18	43	10	85	19	53	20	15	32	15	26	18	38	20	22	0	35	19	11	29	39	20	41	22	12	3	17	24	27	38	31	9	17	42	14	44	22	34	53	64	13	34	32	20	20	20	48	33	30	28	24	60	10	35	18	30	23	35	27	18	13	14	8	20	17	41	34	49	91	33	31	25	43	21	18	38	26	37	21	30	62	46	2	32	35	50	19	27	47	0	41	27	48	33	15	36	32	33	37	42	23	52	26	40	34	40	22	29	44	42	38	25	24	55	42	13	26	20	15	10	50	21	62	16	6	29	47	45	16	41	55	33	18	18	7	40	67	26	35	24	30	11	39	28	25	33	40	36	27	54	25	35	61	49	53	13	25	17	5	32	8	21	20	41	17	41	35	35	24	28	22	8	41	43	16	58	28	33	33	61	10	54	26	48	12	25	42	10	45	31	25	53	21	23	24	33	31	31	32	21	34	26	45	23	29	52	36	43	25	16	17	11	24	27	48	35	23	53	6	21
DNMT3A_ref92_kmer9.kmer1 ct:1	27	21	27	37	18	43	10	85	19	53	20	15	32	15	26	18	38	20	22	0	35	19	11	29	39	20	41	22	12	3	17	24	27	38	31	9	17	42	14	44	22	34	53	55	13	34	32	20	20	20	44	33	30	28	24	60	10	35	18	30	23	35	27	18	13	14	8	20	17	41	34	49	91	33	31	25	43	21	18	38	26	37	21	30	62	46	2	32	35	50	19	27	47	0	41	27	48	33	15	36	32	33	37	42	23	52	26	40	34	40	22	29	44	42	38	25	24	55	42	13	26	20	15	10	50	21	62	16	6	29	36	45	16	41	55	33	18	18	7	40	67	26	35	24	30	11	39	22	25	33	40	36	27	44	25	35	61	49	53	13	25	17	5	29	8	21	20	41	17	41	35	35	24	28	22	8	41	43	16	35	28	33	33	61	10	54	26	48	12	25	42	10	45	31	25	53	21	23	24	33	31	31	32	21	34	26	45	23	29	52	36	43	25	16	17	11	24	27	48	35	23	26	6	21
DNMT3A_ref92_kmer18.kmer1 ct:1	12	21	27	37	18	43	9	88	19	53	20	15	20	15	17	18	23	20	22	0	24	19	11	29	39	20	41	22	12	3	17	24	27	21	31	9	17	42	14	29	22	34	39	55	13	34	32	20	20	20	44	16	17	28	24	47	10	35	15	30	23	32	27	18	13	14	8	20	17	41	34	38	91	33	31	25	43	21	18	38	19	37	21	30	37	21	0	32	35	50	19	27	47	0	26	20	48	24	15	26	26	33	37	42	23	52	26	40	34	34	22	29	39	34	38	17	24	55	31	13	26	20	15	10	50	21	34	16	6	29	36	45	16	34	55	33	18	18	7	21	54	26	35	24	31	11	17	22	25	33	40	21	27	44	25	35	33	49	53	13	25	17	5	29	8	21	16	41	15	41	25	35	24	28	22	8	34	43	16	35	28	33	30	46	10	44	26	39	12	25	42	7	45	8	25	53	21	23	24	33	20	31	32	21	34	26	45	23	29	52	36	43	25	16	17	11	16	27	25	25	23	26	6	21
DNMT3A_ref92_kmer28.kmer1 ct:1	12	21	27	37	17	35	9	73	19	53	20	15	20	15	17	12	23	20	22	0	24	19	11	29	21	20	41	22	12	3	17	24	27	21	31	9	17	42	14	29	22	34	39	55	13	34	32	20	20	20	44	16	17	28	24	47	10	27	15	24	23	24	27	18	13	14	8	20	17	41	24	38	76	33	31	25	43	21	18	38	19	37	21	30	37	21	0	21	35	50	9	27	42	0	26	20	48	24	15	22	27	21	37	42	23	26	26	40	34	30	22	29	39	34	38	17	24	55	31	13	26	20	15	10	23	21	34	16	6	29	36	22	16	34	41	33	18	18	7	21	56	26	35	24	31	11	17	22	25	33	22	21	27	44	25	28	33	42	53	13	25	17	5	29	8	21	16	41	15	41	25	35	24	28	12	8	36	43	16	35	28	33	30	46	10	44	26	29	12	17	42	7	45	8	25	53	21	23	24	33	20	31	31	21	34	26	45	23	24	52	26	29	20	16	17	11	16	27	25	25	23	26	6	21
DNMT3A_ref92_kmer5.kmer1 ct:1	27	21	27	37	18	43	10	85	19	53	20	15	32	15	26	18	38	20	35	0	35	19	11	29	39	29	41	22	12	3	17	24	27	38	31	9	42	42	14	44	22	34	53	65	13	34	32	20	20	20	48	33	30	28	24	62	10	35	29	42	41	38	27	18	13	14	8	20	17	56	34	49	112	33	31	25	43	27	18	52	26	37	21	30	62	46	2	32	49	64	19	27	47	0	41	27	48	33	15	36	32	33	37	50	23	52	26	40	34	40	22	29	49	57	74	25	24	106	42	13	26	20	15	10	50	21	62	16	6	29	57	45	16	51	55	33	18	18	7	40	67	26	35	24	30	11	39	28	25	33	40	36	27	54	25	35	61	49	53	13	25	17	5	32	8	21	20	41	22	41	35	35	24	30	22	8	41	43	16	58	28	33	33	61	10	62	26	48	12	25	42	10	45	31	25	53	21	23	24	33	31	31	32	21	34	26	45	23	29	52	36	43	25	16	17	11	24	27	48	35	23	53	6	21
DNMT3A_ref92_kmer6.kmer1 ct:1	27	21	27	37	18	43	10	85	19	53	20	15	32	15	26	18	38	20	22	0	35	19	11	29	39	20	41	22	12	3	17	24	27	38	31	9	42	42	14	44	22	34	53	65	13	34	32	20	20	20	48	33	30	28	24	62	10	35	29	30	41	35	27	18	13	14	8	20	17	56	34	49	91	33	31	25	43	27	18	38	26	37	21	30	62	46	2	32	49	64	19	27	47	0	41	27	48	33	15	36	32	33	37	42	23	52	26	40	34	40	22	29	49	57	38	25	24	55	42	13	26	20	15	10	50	21	62	16	6	29	57	45	16	51	55	33	18	18	7	40	67	26	35	24	30	11	39	28	25	33	40	36	27	54	25	35	61	49	53	13	25	17	5	32	8	21	20	41	22	41	35	35	24	30	22	8	41	43	16	58	28	33	33	61	10	62	26	48	12	25	42	10	45	31	25	53	21	23	24	33	31	31	32	21	34	26	45	23	29	52	36	43	25	16	17	11	24	27	48	35	23	53	6	21
DNMT3A_ref92_kmer19.kmer1 ct:1	12	21	27	37	18	43	9	88	19	53	20	15	20	15	17	18	23	20	22	0	24	19	11	29	39	20	41	22	12	3	17	24	27	21	31	9	17	42	14	29	22	34	39	55	13	34	32	20	20	20	44	16	17	28	24	47	10	35	15	30	23	32	27	18	13	14	8	20	17	41	24	38	91	33	31	25	43	21	18	38	19	37	21	30	37	21	0	32	35	50	19	27	47	0	26	20	48	24	15	26	26	33	37	42	23	52	26	40	34	34	22	29	39	34	38	17	24	55	31	13	26	20	15	10	50	21	34	16	6	29	36	45	16	34	55	33	18	18	7	21	54	26	35	24	31	11	17	22	25	33	22	21	27	44	25	35	33	42	53	13	25	17	5	29	8	21	16	41	15	41	25	35	24	28	22	8	36	43	16	35	28	33	30	46	10	44	26	39	12	25	42	7	45	8	25	53	21	23	24	33	20	31	32	21	34	26	45	23	29	52	26	43	25	16	17	11	16	27	25	25	23	26	6	21
DNMT3A_ref92_kmer17.kmer1 ct:1	12	21	27	37	18	43	9	88	19	53	20	15	32	15	17	18	23	20	22	0	24	19	11	29	39	20	41	22	12	3	17	24	27	21	31	9	17	42	14	29	22	34	53	55	13	34	32	20	20	20	44	16	17	28	24	47	10	35	15	30	23	32	27	18	13	14	8	20	17	41	34	38	91	33	31	25	43	21	18	38	19	37	21	30	62	21	0	32	35	50	19	27	47	0	26	20	48	24	15	26	26	33	37	42	23	52	26	40	34	34	22	29	39	34	38	17	24	55	31	13	26	20	15	10	50	21	34	16	6	29	36	45	16	34	55	33	18	18	7	21	67	26	35	24	30	11	17	22	25	33	40	21	27	44	25	35	61	49	53	13	25	17	5	29	8	21	16	41	15	41	25	35	24	28	22	8	34	43	16	35	28	33	30	46	10	44	26	39	12	25	42	10	45	8	25	53	21	23	24	33	20	31	32	21	34	26	45	23	29	52	36	43	25	16	17	11	16	27	25	25	23	26	6	21
DNMT3A_ref92_kmer4.kmer1 ct:1	27	21	27	37	18	43	10	85	19	53	20	15	32	15	26	18	38	20	35	0	35	19	11	29	39	29	41	22	12	3	17	24	27	38	31	9	42	42	14	44	22	34	53	76	13	34	32	20	20	20	48	33	30	28	24	62	10	35	29	42	41	38	27	18	13	14	8	20	17	56	34	49	112	33	31	25	43	27	18	52	26	37	21	30	62	46	2	32	54	64	19	27	47	0	41	27	78	33	15	36	32	33	37	50	23	52	26	40	34	40	22	29	49	57	74	25	24	106	42	13	26	20	15	10	50	21	62	16	6	29	57	45	16	51	55	33	18	18	7	40	67	26	35	24	34	11	39	28	25	33	40	36	27	54	25	35	61	49	53	13	25	17	5	32	8	21	20	41	22	41	35	35	24	30	22	8	43	43	16	58	28	33	33	61	10	62	26	48	12	25	42	10	45	31	25	53	21	28	24	33	31	31	32	21	34	26	45	23	29	52	36	43	25	28	17	11	24	27	48	35	23	53	6	21
DNMT3A_ref92_kmer21.kmer1 ct:1	12	21	27	37	17	43	9	88	19	53	20	15	20	15	17	18	23	20	22	0	24	19	11	29	39	20	41	22	12	3	17	24	27	21	31	9	17	42	14	29	22	34	39	55	13	34	32	20	20	20	44	16	17	28	24	47	10	35	15	30	23	32	27	18	13	14	8	20	17	41	24	38	91	33	31	25	43	21	18	38	19	37	21	30	37	21	0	32	35	50	19	27	47	0	26	20	48	24	15	26	26	33	37	42	23	52	26	40	34	34	22	29	39	34	38	17	24	55	31	13	26	20	15	10	50	21	34	16	6	29	36	45	16	34	55	33	18	18	7	21	54	26	35	24	31	11	17	22	25	33	22	21	27	44	25	35	33	42	53	13	25	17	5	29	8	21	16	41	15	41	25	35	24	28	22	8	36	43	16	35	28	33	30	46	10	44	26	29	12	17	42	7	45	8	25	53	21	23	24	33	20	31	32	21	34	26	45	23	29	52	26	43	25	16	17	11	16	27	25	25	23	26	6	21
